"ref","company","company_location","review_date","country_of_bean_origin","cocoa_percent","rating","counts_of_ingredients","beans","cocoa_butter","vanilla","lecithin","salt","sugar","sweetener_without_sugar","first_taste","second_taste","third_taste"
478,"Chocovic","Spain",2010,"Madagascar",71,3.5,4,"Yes","Yes","No","Yes","No","Yes","No","spicey","cocoa",""
478,"Chocovic","Spain",2010,"Mexico",71,3.25,4,"Yes","Yes","No","Yes","No","Yes","No","earthy","sweet",""
1522,"Chocovivo","U.S.A.",2015,"Mexico",65,2.5,2,"Yes","No","No","No","No","Yes","No","coarse","sweet","sour"
1522,"Chocovivo","U.S.A.",2015,"Mexico",75,2.5,2,"Yes","No","No","No","No","Yes","No","gritty","mild bitter","off notes"
377,"Choklat","Canada",2009,"Brazil",70,3,4,"Yes","Yes","Yes","No","No","Yes","No","oily","muted","fruity"
377,"Choklat","Canada",2009,"Brazil",80,3,4,"Yes","Yes","Yes","No","No","Yes","No","roasty","tart","slight burnt"
377,"Choklat","Canada",2009,"Venezuela",70,3,4,"Yes","Yes","Yes","No","No","Yes","No","slow","fatty","subdued"
377,"Choklat","Canada",2009,"Mexico",70,2.75,4,"Yes","Yes","Yes","No","No","Yes","No","fatty","cigarette butt","coffee"
377,"Choklat","Canada",2009,"Venezuela",80,2.5,4,"Yes","Yes","Yes","No","No","Yes","No","dry","ashey","medicinal"
1149,"Chokolat Elot (Girard)","Martinique",2013,"Martinique",42,2.75,4,"Yes","No","Yes","Yes","No","Yes","No","gritty","sweet","hot cocoa"
1832,"Choocsol","Canada",2016,"Mexico",75,3.25,3,"Yes","Yes","No","No","No","Yes","No","grainy","sweet","whole bean"
2250,"Christophe Toury","Peru",2018,"Peru",70,2.75,2,"Yes","No","No","No","No","Yes","No","sweet","sandy","spicy"
2226,"Christopher Elbow","U.S.A.",2018,"Peru",75,3.75,3,"Yes","Yes","No","No","No","Yes","No","bold","spice","hit of anise"
2310,"Christopher Elbow","U.S.A.",2019,"Brazil",70,4,3,"Yes","Yes","No","No","No","Yes","No","creamy","dried fruit","nutty"
2306,"Christopher Elbow","U.S.A.",2019,"Dominican Republic",72,3.75,3,"Yes","Yes","No","No","No","Yes","No","smooth","spicy","cocoa"
2310,"Christopher Elbow","U.S.A.",2019,"Ecuador",73,3.5,3,"Yes","Yes","No","No","No","Yes","No","rich cocoa","floral","acidic"
2310,"Christopher Elbow","U.S.A.",2019,"Tanzania",72,3.5,3,"Yes","Yes","No","No","No","Yes","No","basic cocoa","mild fruit","sweet"
2310,"Christopher Elbow","U.S.A.",2019,"Costa Rica",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","cocoa","woody","basic"
2314,"Christopher Elbow","U.S.A.",2019,"Vietnam",72,3,3,"Yes","Yes","No","No","No","Yes","No","roasty","hammy","nutty"
445,"Chuao Chocolatier","U.S.A.",2009,"Venezuela",61,3,5,"Yes","Yes","Yes","Yes","No","Yes","No","sweet","peanut butter",""
486,"Chuao Chocolatier (Pralus)","U.S.A.",2010,"Venezuela",77,2.75,3,"Yes","Yes","No","No","No","Yes","No","red berry","bitter","roasty"
227,"Claudio Corallo","Sao Tome",2008,"Blend",75,3.75,3,"Yes","Yes","No","No","No","Yes","No","dry","sandy","cocoa"
209,"Claudio Corallo","Sao Tome",2008,"Blend",80,3,3,"Yes","Yes","No","No","No","Yes","No","bitter","light lime","sour"
470,"Claudio Corallo","Sao Tome",2010,"Blend",73.5,3.75,2,"Yes","No","No","No","No","Yes","No","short","mild cocoa","mild fruit"
1486,"Cloudforest","U.S.A.",2015,"Ecuador",73,3.5,2,"Yes","No","No","No","No","Yes","No","creamy","floral","bourbon"
2474,"Coco","Canada",2020,"Peru",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","balanced","anise","creamy"
2402,"Cocoa Carib","St. Lucia",2019,"St. Lucia",70,2.25,4,"Yes","Yes","Yes","No","No","Yes","No","raw","dirty","metallic"
1646,"Coleman & Davis","U.S.A.",2015,"Madagascar",75,3,4,"Yes","Yes","Yes","No","No","Yes","No","berry","spices","smoke"
1630,"Condor","U.S.A.",2015,"Ecuador",76,3.5,2,"Yes","No","No","No","No","Yes","No","bold","roasty","sticky"
1916,"Confluence","U.S.A.",2016,"Vietnam",78,2.75,2,"Yes","No","No","No","No","Yes","No","woody","nutty","off sour note"
196,"Coppeneur","Germany",2007,"Madagascar",72,3,3,"Yes","Yes","No","No","No","Yes","No","creamy","woodsy","cocoa"
220,"Coppeneur","Germany",2008,"Mexico",72,3,3,"Yes","Yes","No","No","No","Yes","No","intense","tangy","berry"
220,"Coppeneur","Germany",2008,"Venezuela",72,3,3,"Yes","Yes","No","No","No","Yes","No","lemon","sour","slight metallic"
451,"Coppeneur","Germany",2009,"Venezuela",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","dark berry","winey",""
451,"Coppeneur","Germany",2009,"Venezuela",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","slow","less intense berry","nutty"
445,"Coppeneur","Germany",2009,"Peru",62,3.25,3,"Yes","Yes","No","No","No","Yes","No","woodsy","nutty",""
341,"Coppeneur","Germany",2009,"Peru",72,3,3,"Yes","Yes","No","No","No","Yes","No","creamy","buttery","non descript"
470,"Coppeneur","Germany",2010,"Grenada",72,3.25,3,"Yes","Yes","No","No","No","Yes","No","coffee and cocoa","",""
558,"Coppeneur","Germany",2010,"Jamaica",72,3.25,3,"Yes","Yes","No","No","No","Yes","No","oily","fatty","rum"
558,"Coppeneur","Germany",2010,"Venezuela",72,3.25,3,"Yes","Yes","No","No","No","Yes","No","oily","coffee",""
478,"Coppeneur","Germany",2010,"Venezuela",70,3,3,"Yes","Yes","No","No","No","Yes","No","fruity","bland",""
558,"Coppeneur","Germany",2010,"Trinidad",72,3,3,"Yes","Yes","No","No","No","Yes","No","dry","spicy","woody"
558,"Coppeneur","Germany",2010,"Ecuador",72,2.5,3,"Yes","Yes","No","No","No","Yes","No","harsh aroma","melon floral","off"
821,"Coppeneur","Germany",2012,"Blend",72,3.75,3,"Yes","Yes","No","No","No","Yes","No","creamy","nutty","cocoa"
813,"Coppeneur","Germany",2012,"Ghana",85,3.5,3,"Yes","Yes","No","No","No","Yes","No","silky","minty",""
959,"Coppeneur","Germany",2012,"Madagascar",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","sandy","sweet","tart red berry"
1169,"Coppeneur","Germany",2013,"Ecuador",65,3.25,4,"Yes","Yes","No","Yes","No","Yes","No","oily","fragrant","spciy"
1984,"Coppeneur","Germany",2017,"Ghana",75,3.75,3,"Yes","Yes","No","No","No","Yes","No","oily","rich cocoa","nutty"
975,"Cravve","Australia",2012,"Papua New Guinea",75,3.5,3,"Yes","Yes","No","No","No","Yes","No","sandy","sweet","nutty"
971,"Cravve","Australia",2012,"Tanzania",75,3.25,3,"Yes","Yes","No","No","No","Yes","No","spice","roasty","off fatty note"
975,"Cravve","Australia",2012,"Brazil",65,3.25,3,"Yes","Yes","No","No","No","Yes","No","sandy","sweet","smokey"
975,"Cravve","Australia",2012,"Fiji",67,3.25,3,"Yes","Yes","No","No","No","Yes","No","acidic","sweet","cucumber"
975,"Cravve","Australia",2012,"Vanuatu",64,3.25,3,"Yes","Yes","No","No","No","Yes","No","sandy","sweet","spicy"
1335,"Cravve","Australia",2014,"Vanuatu",83,2.75,3,"Yes","Yes","No","No","No","Yes","No","banana nut","",""
1283,"Cravve","Australia",2014,"Papua New Guinea",70,2.5,3,"Yes","Yes","No","No","No","Yes","No","true to sugar","molasses",""
1736,"Creo","U.S.A.",2016,"Ecuador",73,3.75,3,"Yes","Yes","No","No","No","Yes","No","creamy","complex","fruity"
1736,"Creo","U.S.A.",2016,"Ecuador",85,3.25,3,"Yes","Yes","No","No","No","Yes","No","oily","mild bitter","nutty"
2466,"Crow and Moss","U.S.A.",2020,"Honduras",70,3.5,2,"Yes","No","No","No","No","Yes","No","banana","spicy","grassy"
2466,"Crow and Moss","U.S.A.",2020,"Dominican Republic",70,3.25,2,"Yes","No","No","No","No","Yes","No","deep cherry","earthy","rubbery"
2466,"Crow and Moss","U.S.A.",2020,"Colombia",70,3.25,2,"Yes","No","No","No","No","Yes","No","nutty","citrus",""
785,"Daintree","Australia",2011,"Australia",70,3.25,5,"Yes","Yes","Yes","Yes","No","Yes","No","vanilla","banana","citrus"
1654,"Daintree","Australia",2015,"Australia",70,2.75,3,"Yes","Yes","No","No","No","Yes","No","sandy","candy like vanilla","off"
1928,"Dalloway","U.S.A.",2017,"Dominican Republic",72,2.75,2,"Yes","No","No","No","No","Yes","No","hammy","sour","astringent"
1610,"Damson","U.K.",2015,"Ecuador",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","floral","banana",""
1610,"Damson","U.K.",2015,"Trinidad",70,3,3,"Yes","Yes","No","No","No","Yes","No","floral","sour","synthetic"
1666,"Damson","U.K.",2015,"Nicaragua",70,2.75,3,"Yes","Yes","No","No","No","Yes","No","oily","grapes","pungent"
1666,"Damson","U.K.",2015,"Grenada",70,2.25,3,"Yes","Yes","No","No","No","Yes","No","off","pungent","intense"
2064,"Damson","U.K.",2018,"Blend",65,2.5,4,"Yes","Yes","No","Yes","No","Yes","No","sweet","vinegar",""
915,"Dandelion","U.S.A.",2012,"Dominican Republic",70,3.75,2,"Yes","No","No","No","No","Yes","No","spicy","fudgey",""
805,"Dandelion","U.S.A.",2012,"Colombia",70,3.25,2,"Yes","No","No","No","No","Yes","No","grassy","green","candy spice"
805,"Dandelion","U.S.A.",2012,"Costa Rica",70,3,2,"Yes","No","No","No","No","Yes","No","dried fruit","tannic",""
1085,"Dandelion","U.S.A.",2013,"Venezuela",70,3.5,2,"Yes","No","No","No","No","Yes","No","roasty","oreo shell","coffee"
1153,"Dandelion","U.S.A.",2013,"Papua New Guinea",70,3.5,2,"Yes","No","No","No","No","Yes","No","mild smoke","raspberry","cocoa"
1026,"Dandelion","U.S.A.",2013,"Venezuela",70,3.25,2,"Yes","No","No","No","No","Yes","No","licorice","sour","rich cocoa"
1026,"Dandelion","U.S.A.",2013,"Venezuela",70,2.75,2,"Yes","No","No","No","No","Yes","No","acidic","sour","cocoa"
1387,"Dandelion","U.S.A.",2014,"Dominican Republic",70,3.75,2,"Yes","No","No","No","No","Yes","No","cherry","rich choco",""
1219,"Dandelion","U.S.A.",2014,"Belize",70,3.5,2,"Yes","No","No","No","No","Yes","No","heavy roast","blackberry",""
1295,"Dandelion","U.S.A.",2014,"Ecuador",70,3.5,2,"Yes","No","No","No","No","Yes","No","gummy","nutty","bourbon"
1303,"Dandelion","U.S.A.",2014,"Liberia",70,2.75,2,"Yes","No","No","No","No","Yes","No","roasty","spicy","nutty"
1446,"Dandelion","U.S.A.",2015,"Belize",70,3,2,"Yes","No","No","No","No","Yes","No","intense","roasty","coffee"
1816,"Dandelion","U.S.A.",2016,"Dominican Republic",70,3.75,2,"Yes","No","No","No","No","Yes","No","cherry","rich choco",""
2024,"Dandelion","U.S.A.",2017,"Costa Rica",70,3,2,"Yes","No","No","No","No","Yes","No","cocoa","sour","toffee"
2178,"Dandelion","U.S.A.",2018,"India",70,3.5,2,"Yes","No","No","No","No","Yes","No","ripe orange","citrus",""
2178,"Dandelion","U.S.A.",2018,"Honduras",70,3.25,2,"Yes","No","No","No","No","Yes","No","nutty","moderate acidity",""
2178,"Dandelion","U.S.A.",2018,"Sierra Leone",70,3,2,"Yes","No","No","No","No","Yes","No","vegetal","high astringency",""
2386,"Dandelion","U.S.A.",2019,"Vietnam",70,3.5,2,"Yes","No","No","No","No","Yes","No","green apple","sticky",""
654,"Dandelion (aka Brower Ave)","U.S.A.",2011,"Dominican Republic",70,3.25,2,"Yes","No","No","No","No","Yes","No","grassy","fruity","brownie"
654,"Dandelion (aka Brower Ave)","U.S.A.",2011,"Madagascar",70,3.25,2,"Yes","No","No","No","No","Yes","No","brownie","red berry",""
654,"Dandelion (aka Brower Ave)","U.S.A.",2011,"Tanzania",70,3.25,2,"Yes","No","No","No","No","Yes","No","cocoa flavor dominates","",""
423,"Danta","Guatemala",2009,"Guatemala",60,3.25,4,"Yes","Yes","Yes","No","No","Yes","No","wood","holiday spice","soap"
423,"Danta","Guatemala",2009,"Guatemala",75,3,4,"Yes","Yes","Yes","No","No","Yes","No","dark woody","plum","astringent"
661,"Danta","Guatemala",2011,"Guatemala",60,3.5,4,"Yes","Yes","Yes","No","No","Yes","No","oily","dried fruit","vanilla"
987,"Danta","Guatemala",2012,"Guatemala",70,4,2,"Yes","No","No","No","No","Yes","No","sweet spice","floral",""
987,"Danta","Guatemala",2012,"Guatemala",70,3.75,2,"Yes","No","No","No","No","Yes","No","spicy","",""
987,"Danta","Guatemala",2012,"Madagascar",70,3.75,2,"Yes","No","No","No","No","Yes","No","oily","toffee","hints of fruit"
991,"Danta","Guatemala",2012,"Guatemala",70,3.25,2,"Yes","No","No","No","No","Yes","No","nutty","ashey","spicy pepper"
987,"Danta","Guatemala",2012,"Venezuela",75,3,4,"Yes","Yes","Yes","No","No","Yes","No","gummy","fatty","caramel"
1223,"Danta","Guatemala",2014,"Guatemala",82,3.25,4,"Yes","Yes","Yes","No","No","Yes","No","fatty","sunflower","peanutbutter"
1920,"DAR","U.S.A.",2016,"Blend",70,3.25,2,"Yes","No","No","No","No","Yes","No","floral","licorice","roasty"
1920,"DAR","U.S.A.",2016,"Vietnam",72,3,2,"Yes","No","No","No","No","Yes","No","raisins","astringent",""
1920,"DAR","U.S.A.",2016,"Venezuela",72,2.75,2,"Yes","No","No","No","No","Yes","No","nut","tobacco","burnt"
2342,"Darcis","Belgium",2019,"Vietnam",70,3.25,4,"Yes","Yes","No","Yes","No","Yes","No","muted","creamy","basic cocoa"
2342,"Darcis","Belgium",2019,"Peru",72,3,4,"Yes","Yes","No","Yes","No","Yes","No","muted","creamy","grapes"
1550,"Dark Forest","U.S.A.",2015,"Venezuela",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","roasty","nutty","sweet"
1554,"Dark Forest","U.S.A.",2015,"Ecuador",70,3.25,3,"Yes","Yes","No","No","No","Yes","No","bold","floral","rum"
1550,"Dark Forest","U.S.A.",2015,"Madagascar",70,3,3,"Yes","Yes","No","No","No","Yes","No","sweet","strong sour","acidic"
1554,"Dark Forest","U.S.A.",2015,"Tanzania",70,3,3,"Yes","Yes","No","No","No","Yes","No","intense","sweet","brownie"
1708,"Dark Forest","U.S.A.",2016,"Bolivia",75,3.25,3,"Yes","Yes","No","No","No","Yes","No","mild cherry","fatty",""
907,"Davis","U.S.A.",2012,"Blend",58,3.25,4,"Yes","Yes","No","Yes","No","Yes","No","nice melt","odd rubber notes",""
1093,"Davis","U.S.A.",2013,"Dominican Republic",70,2.75,4,"Yes","Yes","No","Yes","No","Yes","No","chalky","vanilla","caramel"
1093,"Davis","U.S.A.",2013,"Venezuela",70,2.75,4,"Yes","Yes","No","Yes","No","Yes","No","fatty","powdery","nut"
1093,"Davis","U.S.A.",2013,"Ghana",70,2.5,4,"Yes","Yes","No","Yes","No","Yes","No","vanilla","fatty","basic cocoa"
1462,"De Mendes","Brazil",2015,"Brazil",72,3.5,3,"Yes","Yes","No","No","No","Yes","No","texture issues","brownie",""
1462,"De Mendes","Brazil",2015,"Brazil",65,3.5,3,"Yes","Yes","No","No","No","Yes","No","one dimensional","brownie",""
1832,"De Villiers","South Africa",2016,"Madagascar",70,3,3,"Yes","Yes","No","No","No","Yes","No","high roast","fruit",""
1832,"De Villiers","South Africa",2016,"Uganda",70,2.5,3,"Yes","Yes","No","No","No","Yes","No","high roast","intense","fatty"
175,"Dean and Deluca (Belcolade)","U.S.A.",2007,"Costa Rica",64,3,4,"Yes","Yes","Yes","No","No","Yes","No","dark coffee","cocoa",""
175,"Dean and Deluca (Belcolade)","U.S.A.",2007,"Ecuador",71,3,4,"Yes","Yes","Yes","No","No","Yes","No","cinamon","nutmeg","coffee"
175,"Dean and Deluca (Belcolade)","U.S.A.",2007,"Ghana",60,3,4,"Yes","Yes","Yes","No","No","Yes","No","nutty","simple","sweet"
180,"Dean and Deluca (Belcolade)","U.S.A.",2007,"Papua New Guinea",64,3,4,"Yes","Yes","Yes","No","No","Yes","No","waxy","tobacco","smokey"
180,"Dean and Deluca (Belcolade)","U.S.A.",2007,"Peru",64,3,4,"Yes","Yes","Yes","No","No","Yes","No","mild mint","basic cocoa",""
170,"Dean and Deluca (Belcolade)","U.S.A.",2007,"Madagascar",66,2.5,4,"Yes","Yes","Yes","No","No","Yes","No","sandy","cloying","rich cocoa"
263,"Debauve & Gallais (Michel Cluizel)","France",2008,"Venezuela",66,3.75,4,"Yes","Yes","Yes","No","No","Yes","No","fatty","rich cocoa","roasty"
423,"Debauve & Gallais (Michel Cluizel)","France",2009,"Papua New Guinea",64,3,4,"Yes","Yes","Yes","No","No","Yes","No","smokey","chalky","berry"
2222,"Definite","Dominican Republic",2018,"Dominican Republic",80,3,2,"Yes","No","No","No","No","Yes","No","mild bitter","fatty","grassy"
2222,"Definite","Dominican Republic",2018,"Dominican Republic",70,2.6,2,"Yes","No","No","No","No","Yes","No","dirty","floral","unrefined"
2222,"Definite","Dominican Republic",2018,"Dominican Republic",70,2.5,2,"Yes","No","No","No","No","Yes","No","metallic","dirt/ earthy",""
1916,"Desbarres","Canada",2016,"Tanzania",72,2.5,2,"Yes","No","No","No","No","Yes","No","vanilla","chemical","rubber"
2422,"Desbarres","Canada",2019,"Guatemala",72,3,2,"Yes","No","No","No","No","Yes","No","smokey","roasty","acidic"
166,"DeVries","U.S.A.",2007,"Costa Rica",77,3.5,2,"Yes","No","No","No","No","Yes","No","red berry","lingering coffee",""
166,"DeVries","U.S.A.",2007,"Dominican Republic",77,3.5,2,"Yes","No","No","No","No","Yes","No","sticky","woodsy","rum"
241,"DeVries","U.S.A.",2008,"Bolivia",80,2.75,2,"Yes","No","No","No","No","Yes","No","intense fruit","bitter ending",""
769,"Dick Taylor","U.S.A.",2011,"Ecuador",70,3.25,2,"Yes","No","No","No","No","Yes","No","grassy","tea","late sour"
769,"Dick Taylor","U.S.A.",2011,"Dominican Republic",74,3,2,"Yes","No","No","No","No","Yes","No","earthy","tart","sour"
661,"Dick Taylor","U.S.A.",2011,"Madagascar",80,2.75,2,"Yes","No","No","No","No","Yes","No","sandy","flat","hint of berry"
682,"Dick Taylor","U.S.A.",2011,"Venezuela",75,2.75,2,"Yes","No","No","No","No","Yes","No","sticky","very roasty","nutty"
895,"Dick Taylor","U.S.A.",2012,"Bolivia",75,2.75,2,"Yes","No","No","No","No","Yes","No","dry","mint","medicinal"
1193,"Dick Taylor","U.S.A.",2013,"Ecuador",76,3.5,2,"Yes","No","No","No","No","Yes","No","butter","floral","rum"
1034,"Dick Taylor","U.S.A.",2013,"Ecuador",70,3.25,2,"Yes","No","No","No","No","Yes","No","oily","black pepper","roasty"
1235,"Dick Taylor","U.S.A.",2014,"Dominican Republic",74,3.5,2,"Yes","No","No","No","No","Yes","No","mild fruit and spice","roasty",""
1634,"Dick Taylor","U.S.A.",2015,"Bolivia",70,3.75,2,"Yes","No","No","No","No","Yes","No","sticky","rich","cherry"
1864,"Dick Taylor","U.S.A.",2016,"Vietnam",78,3.5,2,"Yes","No","No","No","No","Yes","No","tropical berry","intense",""
2016,"Dick Taylor","U.S.A.",2017,"Solomon Islands",72,4,2,"Yes","No","No","No","No","Yes","No","well defined","creamy","cherry"
1952,"Dick Taylor","U.S.A.",2017,"Guatemala",70,3.75,2,"Yes","No","No","No","No","Yes","No","blackberry","raisns",""
1972,"Dick Taylor","U.S.A.",2017,"Brazil",75,3.75,2,"Yes","No","No","No","No","Yes","No","sticky","roasty nibs","grapes"
2258,"Dick Taylor","U.S.A.",2018,"Fiji",80,3.75,2,"Yes","No","No","No","No","Yes","No","cocoa","tea","malt"
2270,"Dick Taylor","U.S.A.",2019,"Belize",72,4,2,"Yes","No","No","No","No","Yes","No","creamy","sticky","dried fruit"
2434,"Dick Taylor","U.S.A.",2019,"Madagascar",72,3.75,2,"Yes","No","No","No","No","Yes","No","sticky","dried fruit","toast"
2466,"Dick Taylor","U.S.A.",2020,"Blend",73,3.5,2,"Yes","No","No","No","No","Yes","No","burnt honey","earthy",""
2402,"Diogo Vaz","Sao Tome & Principe",2019,"Sao Tome",65,3,4,"Yes","Yes","No","Yes","No","Yes","No","complex","sweet","sour"
2406,"Diogo Vaz","Sao Tome & Principe",2019,"Sao Tome",75,3,4,"Yes","Yes","No","Yes","No","Yes","No","bland","fatty","fruit"
2402,"Diogo Vaz","Sao Tome & Principe",2019,"Sao Tome",70,2.75,4,"Yes","Yes","No","Yes","No","Yes","No","cocoa","raw","dirty"
2406,"Diogo Vaz","Sao Tome & Principe",2019,"Sao Tome",75,2.5,4,"Yes","Yes","No","Yes","No","Yes","No","late cocoa","harsh","off notes"
1407,"Doble & Bignall","U.K.",2014,"Nicaragua",72,3.5,3,"Yes","Yes","No","No","No","Yes","No","nutty","caramel","toffee"
1371,"Doble & Bignall","U.K.",2014,"Panama",72,3.25,3,"Yes","Yes","No","No","No","Yes","No","mild cherry","earthy",""
1371,"Doble & Bignall","U.K.",2014,"Venezuela",72,3.25,3,"Yes","Yes","No","No","No","Yes","No","fatty","rasin","nutty"
1688,"Doble & Bignall","U.K.",2015,"Venezuela",85,3,3,"Yes","Yes","No","No","No","Yes","No","intense","spicy","floral"
63,"Dolfin (Belcolade)","Belgium",2006,"Blend",70,1.5,3,"Yes","No","No","Yes","No","Yes","No","acidic","astringent","unpleasant"
304,"Dolfin (Belcolade)","Belgium",2008,"Blend",88,3,3,"Yes","No","No","Yes","No","Yes","No","sticky","floral",""
87,"Domori","Italy",2006,"Venezuela",70,3.5,2,"Yes","No","No","No","No","Yes","No","creamy","basic cocoa",""
87,"Domori","Italy",2006,"Peru",70,3.25,2,"Yes","No","No","No","No","Yes","No","floral","olive",""
87,"Domori","Italy",2006,"Venezuela",70,3,2,"Yes","No","No","No","No","Yes","No","long lasting","fruit",""
111,"Domori","Italy",2007,"Venezuela",70,4,2,"Yes","No","No","No","No","Yes","No","creamy","complex","coffee"
192,"Domori","Italy",2007,"Ecuador",70,4,2,"Yes","No","No","No","No","Yes","No","creamy","nuts","woody"
192,"Domori","Italy",2007,"Venezuela",70,4,2,"Yes","No","No","No","No","Yes","No","creamy","mint","tobacco"
192,"Domori","Italy",2007,"Indonesia",70,3.75,2,"Yes","No","No","No","No","Yes","No","creamy","smokey","tobacco"
135,"Domori","Italy",2007,"Madagascar",70,3.5,2,"Yes","No","No","No","No","Yes","No","fruity","basic cocoa",""
192,"Domori","Italy",2007,"Madagascar",70,3.5,2,"Yes","No","No","No","No","Yes","No","smooth","banana","cocoa"
129,"Domori","Italy",2007,"Venezuela",75,3.25,2,"Yes","No","No","No","No","Yes","No","sticky","smoke","ham"
135,"Domori","Italy",2007,"Venezuela",60,3.25,2,"Yes","No","No","No","No","Yes","No","mild spice","licorice",""
272,"Domori","Italy",2008,"Blend",70,3.75,2,"Yes","No","No","No","No","Yes","No","sticky","olive",""
272,"Domori","Italy",2008,"Blend",78,3.5,2,"Yes","No","No","No","No","Yes","No","sticky","grassy","coffee"
227,"Domori","Italy",2008,"Venezuela",70,3,2,"Yes","No","No","No","No","Yes","No","cucumber","hot spices",""
272,"Domori","Italy",2008,"Colombia",70,3,2,"Yes","No","No","No","No","Yes","No","creamy","woody","earthy"
470,"Domori","Italy",2010,"Venezuela",70,3,2,"Yes","No","No","No","No","Yes","No","subtle","caramel","sour milk"
693,"Domori","Italy",2011,"Venezuela",70,3.5,2,"Yes","No","No","No","No","Yes","No","smooth","intense","smoke"
863,"Domori","Italy",2012,"Venezuela",70,3.75,2,"Yes","No","No","No","No","Yes","No","creamy","coffee","caramel"
863,"Domori","Italy",2012,"Tanzania",70,3.5,2,"Yes","No","No","No","No","Yes","No","sticky","nutty",""
1672,"Domori","Italy",2015,"Ecuador",70,3.75,2,"Yes","No","No","No","No","Yes","No","floral","well developed","creamy"
1672,"Domori","Italy",2015,"Venezuela",70,3.75,2,"Yes","No","No","No","No","Yes","No","nutty","strawberry","creamy"
2040,"Domori","Italy",2018,"Tanzania",70,4,2,"Yes","No","No","No","No","Yes","No","creamy","sticky","fruit"
1676,"Dormouse","U.K.",2015,"Colombia",80,2.75,3,"Yes","Yes","No","No","No","Yes","No","bitter","molasses","marshmallow"
1676,"Dormouse","U.K.",2015,"Madagascar",77,2.75,3,"Yes","Yes","No","No","No","Yes","No","fruity","molasses",""
1672,"Dormouse","U.K.",2015,"Venezuela",70,2.5,3,"Yes","Yes","No","No","No","Yes","No","burnt rubber","molasses",""
1880,"Dormouse","U.K.",2016,"Grenada",75,2.75,3,"Yes","Yes","No","No","No","No","Yes","licorice","molasses","rubber"
2052,"Dormouse","U.K.",2018,"Guatemala",72,3.5,3,"Yes","Yes","No","No","No","No","Yes","near perfect shine","cocoa",""
2096,"Dormouse","U.K.",2018,"Peru",80,3.5,2,"Yes","No","No","No","No","No","Yes","molasses","fruit",""
2052,"Dormouse","U.K.",2018,"Philippines",71.5,2.75,3,"Yes","Yes","No","No","No","No","Yes","molasses notes from sugar","",""
2390,"Double Spiral","U.S.A.",2019,"Dominican Republic",75,3,2,"Yes","No","No","No","No","Yes","No","dry","cocoa","grassy"
2390,"Double Spiral","U.S.A.",2019,"Tanzania",70,2.75,2,"Yes","No","No","No","No","Yes","No","dry","sour","sweet"
2390,"Double Spiral","U.S.A.",2019,"Dominican Republic",75,2.5,2,"Yes","No","No","No","No","Yes","No","dry","earthy","walnut"
516,"Duffy's","U.K.",2010,"Ecuador",72,3.75,3,"Yes","Yes","No","No","No","Yes","No","rich cocoa","fruity","strong floral"
523,"Duffy's","U.K.",2010,"Peru",70,3.75,3,"Yes","Yes","No","No","No","Yes","No","dark forest berry","spice",""
516,"Duffy's","U.K.",2010,"Panama",70,3.5,3,"Yes","Yes","No","No","No","Yes","No","caramel and cocoa","",""
523,"Duffy's","U.K.",2010,"Ecuador",70,2.5,3,"Yes","Yes","No","No","No","Yes","No","chalky","bread","dirt"
623,"Duffy's","U.K.",2011,"Honduras",72,3.75,3,"Yes","Yes","No","No","No","Yes","No","dried fruit","grapes","sour"
661,"Duffy's","U.K.",2011,"Dominican Republic",65,3.5,3,"Yes","Yes","No","No","No","Yes","No","heavy roast","woody","berry"
765,"Duffy's","U.K.",2011,"Venezuela",71,3.5,3,"Yes","Yes","No","No","No","Yes","No","intense cocoa","",""
697,"Duffy's","U.K.",2011,"Nicaragua",71,3.25,3,"Yes","Yes","No","No","No","Yes","No","intense","almond","coffee"
697,"Duffy's","U.K.",2011,"Panama",72,3,3,"Yes","Yes","No","No","No","Yes","No","licorice","leathery",""
923,"Duffy's","U.K.",2012,"Venezuela",72,3.75,3,"Yes","Yes","No","No","No","Yes","No","creamy","nutty",""
1331,"Duffy's","U.K.",2014,"Nicaragua",76,3.75,4,"Yes","Yes","No","Yes","No","Yes","No","black pepper","rich","intense"
1331,"Duffy's","U.K.",2014,"Nicaragua",70,3.5,4,"Yes","Yes","No","Yes","No","Yes","No","sandy","full bodied","spicy"
1662,"Duffy's","U.K.",2015,"Guatemala",70,4,4,"Yes","Yes","No","Yes","No","Yes","No","intense","spicy","butterscotch"
1964,"Duffy's","U.K.",2017,"Nigeria",70,2.75,4,"Yes","Yes","No","Yes","No","Yes","No","candy like off flavor","",""
2100,"Duffy's","U.K.",2018,"Guatemala",80,3.25,4,"Yes","Yes","No","Yes","No","Yes","No","intense earthy","cocoa","roasty"
2366,"Duffy's","U.K.",2019,"Philippines",70,3.5,4,"Yes","Yes","No","Yes","No","Yes","No","cocoa","honey","watery"
1506,"Dulcinea","U.S.A.",2015,"Dominican Republic",70,3.25,2,"Yes","No","No","No","No","Yes","No","coarse","earthy","mild banana"
